Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Uganda,1.373333,32.290275,04-24-20,75,0,46,29,Africa
,Ukraine,48.3794,31.1656,04-24-20,7647,201,782,6664,Europe
,United Arab Emirates,23.424076,53.847818,04-24-20,9281,64,1760,7457,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,04-24-20,99,5,39,55,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,04-24-20,70,1,8,61,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,04-24-20,523,34,295,194,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,04-24-20,133,0,131,2,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,04-24-20,308,18,230,60,Europe
Montserrat,United Kingdom,16.742498,-62.187366,04-24-20,11,1,2,8,Europe
,United Kingdom,55.3781,-3.436,04-24-20,150513,22807,0,127706,Europe
,Uruguay,-32.5228,-55.7658,04-24-20,563,12,369,182,Americas
,US,40,-100,04-24-20,907908,52867,99079,755962,Americas
,Uzbekistan,41.377491,64.585262,04-24-20,1804,8,621,1175,Europe
,Venezuela,6.4238,-66.5897,04-24-20,318,10,132,176,Americas
,Vietnam,14.058324,108.277199,04-24-20,270,0,220,50,Western Pacific
,Zambia,-13.133897,27.849332,04-24-20,84,3,37,44,Africa
,Zimbabwe,-19.015438,29.154857,04-24-20,29,4,2,23,Africa
,Dominica,15.415,-61.371,04-24-20,16,0,10,6,Americas
,Grenada,12.1165,-61.679,04-24-20,15,0,7,8,Americas
,Mozambique,-18.665695,35.529562,04-24-20,65,0,0,65,Africa
,Syria,34.802075,38.996815,04-24-20,42,3,0,39,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,04-24-20,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,04-24-20,18,2,5,11,Americas
,Laos,19.85627,102.495496,04-24-20,19,0,4,15,Western Pacific
,Libya,26.3351,17.228331,04-24-20,61,2,18,41,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,04-24-20,340,2,81,257,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,04-24-20,52,0,3,49,Africa
,Mali,17.570692,-3.996166,04-24-20,325,21,87,217,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,04-24-20,15,0,2,13,Americas
Northwest Territories,Canada,64.8255,-124.8457,04-24-20,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,04-24-20,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,04-24-20,703,19,162,522,Europe
,Burma,21.9162,95.956,04-24-20,144,5,9,130,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,04-24-20,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,04-24-20,5,1,3,1,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,04-24-20,11,1,4,6,Europe
,Botswana,-22.3285,24.6849,04-24-20,22,1,0,21,Africa
,Burundi,-3.3731,29.9189,04-24-20,11,1,4,6,Africa
,Sierra Leone,8.460555,-11.779889,04-24-20,82,2,10,70,Africa
,Malawi,-13.2543,34.3015,04-24-20,33,3,4,26,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,04-24-20,13,0,11,2,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,04-24-20,1,0,0,1,Europe
,South Sudan,6.877,31.307,04-24-20,5,0,0,5,Africa
,Western Sahara,24.2155,-12.8858,04-24-20,6,0,5,1,Africa
,Sao Tome and Principe,0.1864,6.6131,04-24-20,4,0,0,4,Africa
,Yemen,15.552727,48.516388,04-24-20,1,0,1,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,04-24-20,0,0,0,0,Africa
,Tajikistan,38.861,71.2761,04-24-20,0,0,0,0,Europe
,Lesotho,-29.61,28.2336,04-24-20,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,04-25-20,1463,47,188,1228,Eastern Mediterranean
,Albania,41.1533,20.1683,04-25-20,712,27,403,282,Europe
,Algeria,28.0339,1.6596,04-25-20,3256,419,1479,1358,Africa
,Andorra,42.5063,1.5218,04-25-20,738,40,344,354,Europe
,Angola,-11.2027,17.8739,04-25-20,25,2,6,17,Africa
,Antigua and Barbuda,17.0608,-61.7964,04-25-20,24,3,11,10,Americas
,Argentina,-38.4161,-63.6167,04-25-20,3780,185,1030,2565,Americas
,Armenia,40.0691,45.0382,04-25-20,1677,28,803,846,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,04-25-20,106,3,98,5,Western Pacific
New South Wales,Australia,-33.8688,151.2093,04-25-20,2994,33,2193,768,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,04-25-20,28,0,23,5,Western Pacific
Queensland,Australia,-27.4698,153.0251,04-25-20,1026,6,803,217,Western Pacific
South Australia,Australia,-34.9285,138.6007,04-25-20,438,4,402,32,Western Pacific
Tasmania,Australia,-42.8821,147.3272,04-25-20,207,10,117,80,Western Pacific
Victoria,Australia,-37.8136,144.9631,04-25-20,1346,16,1262,68,Western Pacific
Western Australia,Australia,-31.9505,115.8605,04-25-20,549,8,478,63,Western Pacific
,Austria,47.5162,14.5501,04-25-20,15148,536,12103,2509,Europe
,Azerbaijan,40.1431,47.5769,04-25-20,1617,21,1080,516,Europe
,Bahamas,25.025885,-78.035889,04-25-20,78,11,15,52,Americas
,Bahrain,26.0275,50.55,04-25-20,2588,8,1160,1420,Eastern Mediterranean
,Bangladesh,23.685,90.3563,04-25-20,4998,140,113,4745,South-East Asia
,Barbados,13.1939,-59.5432,04-25-20,79,6,31,42,Americas
,Belarus,53.7098,27.9534,04-25-20,9590,67,1573,7950,Europe
,Belgium,50.8333,4.469936,04-25-20,45325,6917,10417,27991,Europe
,Benin,9.3077,2.3158,04-25-20,54,1,27,26,Africa
,Bhutan,27.5142,90.4336,04-25-20,7,0,3,4,South-East Asia
,Bolivia,-16.2902,-63.5887,04-25-20,866,46,54,766,Americas
,Bosnia and Herzegovina,43.9159,17.6791,04-25-20,1486,57,592,837,Europe
,Brazil,-14.235,-51.9253,04-25-20,59324,4057,29160,26107,Americas
,Brunei,4.5353,114.7277,04-25-20,138,1,121,16,Western Pacific
,Bulgaria,42.7339,25.4858,04-25-20,1247,55,197,995,Europe
,Burkina Faso,12.2383,-1.5616,04-25-20,629,41,442,146,Africa
,Cabo Verde,16.5388,-23.0418,04-25-20,90,1,1,88,Africa
,Cambodia,11.55,104.9167,04-25-20,122,0,117,5,Western Pacific
,Cameroon,3.848,11.5021,04-25-20,1518,53,697,768,Africa
Alberta,Canada,53.9333,-116.5765,04-25-20,4233,73,0,4160,Americas
British Columbia,Canada,53.7267,-127.6476,04-25-20,1948,100,0,1848,Americas
Manitoba,Canada,53.7609,-98.8139,04-25-20,267,6,0,261,Americas
New Brunswick,Canada,46.5653,-66.4619,04-25-20,118,0,0,118,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,04-25-20,257,3,0,254,Americas
Nova Scotia,Canada,44.682,-63.7443,04-25-20,865,22,0,843,Americas
Ontario,Canada,51.2538,-85.3232,04-25-20,15012,916,0,14096,Americas
Prince Edward Island,Canada,46.5107,-63.4168,04-25-20,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,04-25-20,23267,1446,0,21821,Americas
Saskatchewan,Canada,52.9399,-106.4509,04-25-20,349,4,0,345,Americas
,Central African Republic,6.6111,20.9394,04-25-20,16,0,10,6,Africa
,Chad,15.4542,18.7322,04-25-20,46,0,15,31,Africa
,Chile,-35.6751,-71.543,04-25-20,14537,181,6746,7610,Americas
Anhui,China,31.8257,117.2264,04-25-20,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,04-25-20,593,8,525,60,Western Pacific
Chongqing,China,30.0572,107.874,04-25-20,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,04-25-20,355,1,349,5,Western Pacific
Gansu,China,35.7518,104.2861,04-25-20,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,04-25-20,1586,8,1542,36,Western Pacific
Guangxi,China,23.8298,108.7881,04-25-20,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,04-25-20,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,04-25-20,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,04-25-20,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,04-25-20,935,13,511,411,Western Pacific
Henan,China,37.8957,114.9042,04-25-20,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,04-25-20,1037,4,753,280,Western Pacific
Hubei,China,30.9756,112.2707,04-25-20,68128,4512,63604,12,Western Pacific
Hunan,China,27.6104,111.7088,04-25-20,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,04-25-20,198,1,121,76,Western Pacific
Jiangsu,China,32.9711,119.455,04-25-20,653,0,646,7,Western Pacific
Jiangxi,China,27.614,115.7221,04-25-20,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,04-25-20,109,1,99,9,Western Pacific
Liaoning,China,41.2956,122.6085,04-25-20,146,2,143,1,Western Pacific
Macau,China,22.1667,113.55,04-25-20,45,0,28,17,Western Pacific
Ningxia,China,37.2692,106.1655,04-25-20,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,04-25-20,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,04-25-20,286,3,253,30,Western Pacific
Shandong,China,36.3427,118.1498,04-25-20,787,7,767,13,Western Pacific
Shanghai,China,31.202,121.4491,04-25-20,642,7,558,77,Western Pacific
Shanxi,China,37.5777,112.2922,04-25-20,197,0,154,43,Western Pacific
Sichuan,China,30.6171,102.7103,04-25-20,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,04-25-20,190,3,182,5,Western Pacific
Tibet,China,31.6927,88.0924,04-25-20,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,04-25-20,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,04-25-20,185,2,181,2,Western Pacific
Zhejiang,China,29.1832,120.0934,04-25-20,1268,1,1257,10,Western Pacific
,Colombia,4.5709,-74.2973,04-25-20,5142,233,1067,3842,Americas
,Congo (Brazzaville),-0.228,15.8277,04-25-20,200,6,19,175,Africa
,Congo (Kinshasa),-4.0383,21.7587,04-25-20,416,28,49,339,Africa
,Costa Rica,9.7489,-83.7534,04-25-20,693,6,242,445,Americas
,Cote d'Ivoire,7.54,-5.5471,04-25-20,1077,14,419,644,Africa
,Croatia,45.1,15.2,04-25-20,2016,54,1034,928,Europe
,Cuba,21.521757,-77.781167,04-25-20,1337,51,437,849,Americas
,Cyprus,35.1264,33.4299,04-25-20,810,14,148,648,Europe
,Czechia,49.8175,15.473,04-25-20,7352,218,2453,4681,Europe
Faroe Islands,Denmark,61.8926,-6.9118,04-25-20,187,0,178,9,Europe
Greenland,Greenland,71.7069,-42.6043,04-25-20,11,0,11,0,Europe
,Denmark,56.2639,9.5018,04-25-20,8445,418,5669,2358,Europe
,Djibouti,11.8251,42.5903,04-25-20,1008,2,373,633,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,04-25-20,5926,273,822,4831,Americas
,Ecuador,-1.8312,-78.1834,04-25-20,22719,576,1366,20777,Americas
,Egypt,26.820553,30.802498,04-25-20,4319,307,1114,2898,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,04-25-20,274,8,75,191,Americas
,Equatorial Guinea,1.6508,10.2679,04-25-20,258,1,7,250,Africa
,Eritrea,15.1794,39.7823,04-25-20,39,0,13,26,Africa
,Estonia,58.5953,25.0136,04-25-20,1635,46,228,1361,Europe
,Eswatini,-26.5225,31.4659,04-25-20,56,1,10,45,Africa
,Ethiopia,9.145,40.4897,04-25-20,122,3,29,90,Africa
,Fiji,-17.7134,178.065,04-25-20,18,0,10,8,Western Pacific
,Finland,61.92411,25.748151,04-25-20,4475,186,2500,1789,Europe
French Guiana,France,3.9339,-53.1258,04-25-20,111,1,87,23,Europe
French Polynesia,France,-17.6797,149.4068,04-25-20,57,0,41,16,Europe
Guadeloupe,France,16.265,-61.551,04-25-20,149,12,82,55,Europe
Mayotte,France,-12.8275,45.166244,04-25-20,380,4,144,232,Europe
New Caledonia,France,-20.904305,165.618042,04-25-20,18,0,17,1,Europe
Reunion,France,-21.1151,55.5364,04-25-20,417,0,300,117,Europe
Saint Barthelemy,France,17.9,-62.8333,04-25-20,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,04-25-20,38,3,24,11,Europe
Martinique,France,14.6415,-61.0242,04-25-20,175,14,77,84,Europe
,France,46.2276,2.2137,04-25-20,160292,22583,43816,93893,Europe
,Gabon,-0.8037,11.6094,04-25-20,176,3,30,143,Africa
,Gambia,13.4432,-15.3101,04-25-20,10,1,8,1,Africa
,Georgia,42.3154,43.3569,04-25-20,456,5,139,312,Europe
,Germany,51.165691,10.451526,04-25-20,156513,5877,109800,40836,Europe
,Ghana,7.9465,-1.0232,04-25-20,1279,10,134,1135,Africa
,Greece,39.0742,21.8243,04-25-20,2506,130,577,1799,Europe
,Guatemala,15.7835,-90.2308,04-25-20,473,13,45,415,Americas
,Guinea,9.9456,-9.6966,04-25-20,996,7,208,781,Africa
,Guyana,4.860416,-58.93018,04-25-20,73,7,12,54,Americas
,Haiti,18.9712,-72.2852,04-25-20,72,6,6,60,Americas
,Holy See,41.9029,12.4534,04-25-20,9,0,2,7,Europe
,Honduras,15.2,-86.2419,04-25-20,627,59,65,503,Americas
,Hungary,47.1625,19.5033,04-25-20,2443,262,458,1723,Europe
,Iceland,64.9631,-19.0208,04-25-20,1790,10,1570,210,Europe
,India,20.593684,78.96288,04-25-20,26283,825,5939,19519,South-East Asia
,Indonesia,-0.7893,113.9213,04-25-20,8607,720,1042,6845,South-East Asia
,Iran,32.427908,53.688046,04-25-20,89328,5650,68193,15485,Eastern Mediterranean
,Iraq,33.223191,43.679291,04-25-20,1763,86,1224,453,Eastern Mediterranean
,Ireland,53.1424,-7.6921,04-25-20,18561,1063,9233,8265,Europe
,Israel,31.046051,34.851612,04-25-20,15298,199,6435,8664,Europe
,Italy,41.87194,12.56738,04-25-20,195351,26384,63120,105847,Europe
,Jamaica,18.1096,-77.2975,04-25-20,305,7,28,270,Americas
,Japan,36.204824,138.252924,04-25-20,13186,379,1656,11151,Western Pacific
,Jordan,31.24,36.51,04-25-20,444,7,332,105,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,04-25-20,2601,25,646,1930,Europe
,Kenya,-0.0236,37.9062,04-25-20,343,14,98,231,Africa
,South Korea,35.907757,127.766922,04-25-20,10728,242,8717,1769,Western Pacific
,Kuwait,29.31166,47.481766,04-25-20,2892,19,656,2217,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,04-25-20,665,8,345,312,Europe
,Latvia,56.8796,24.6032,04-25-20,804,12,267,525,Europe
,Lebanon,33.8547,35.8623,04-25-20,704,24,143,537,Eastern Mediterranean
,Liberia,6.428055,-9.429499,04-25-20,120,11,25,84,Africa
,Liechtenstein,47.14,9.55,04-25-20,81,1,79,1,Europe
,Lithuania,55.1694,23.8813,04-25-20,1426,41,460,925,Europe
,Luxembourg,49.8153,6.1296,04-25-20,3711,85,3088,538,Europe
,Madagascar,-18.766947,46.869107,04-25-20,123,0,62,61,Africa
,Malaysia,4.210484,101.975766,04-25-20,5742,98,3762,1882,Western Pacific
,Maldives,3.2028,73.2207,04-25-20,177,0,17,160,South-East Asia
,Malta,35.9375,14.3754,04-25-20,448,4,249,195,Europe
,Mauritania,21.0079,-10.9408,04-25-20,7,1,6,0,Africa
,Mauritius,-20.348404,57.552152,04-25-20,331,9,295,27,Africa
,Mexico,23.6345,-102.5528,04-25-20,13842,1305,7149,5388,Americas
,Moldova,47.4116,28.3699,04-25-20,3304,94,825,2385,Europe
,Monaco,43.7333,7.4167,04-25-20,94,4,42,48,Europe
,Mongolia,46.8625,103.8467,04-25-20,37,0,9,28,Western Pacific
,Montenegro,42.708678,19.37439,04-25-20,320,6,153,161,Europe
,Morocco,31.7917,-7.0926,04-25-20,3897,159,537,3201,Eastern Mediterranean
,Namibia,-22.9576,18.4904,04-25-20,16,0,7,9,Africa
,Nepal,28.1667,84.25,04-25-20,49,0,12,37,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,04-25-20,100,2,69,29,Europe
Curacao,Netherlands,12.1696,-68.99,04-25-20,16,1,11,4,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,04-25-20,73,12,22,39,Europe
,Netherlands,52.1326,5.2913,04-25-20,37190,4409,0,32781,Europe
,New Zealand,-40.9006,174.886,04-25-20,1470,18,1142,310,Western Pacific
,Nicaragua,12.865416,-85.207229,04-25-20,12,3,7,2,Americas
,Niger,17.607789,8.081666,04-25-20,684,27,325,332,Africa
,Nigeria,9.082,8.6753,04-25-20,1182,35,222,925,Africa
,North Macedonia,41.6086,21.7453,04-25-20,1367,59,374,934,Europe
,Norway,60.472,8.4689,04-25-20,7499,201,32,7266,Europe
,Oman,21.512583,55.923255,04-25-20,1905,10,329,1566,Eastern Mediterranean
,Pakistan,30.3753,69.3451,04-25-20,13328,281,2936,10111,Eastern Mediterranean
,Panama,8.538,-80.7821,04-25-20,5538,159,338,5041,Americas
,Papua New Guinea,-6.314993,143.95555,04-25-20,8,0,0,8,Western Pacific
,Paraguay,-23.4425,-58.4438,04-25-20,228,9,85,134,Americas
,Peru,-9.19,-75.0152,04-25-20,25331,700,7797,16834,Americas
,Philippines,12.879721,121.774017,04-25-20,7294,494,792,6008,Western Pacific
,Poland,51.9194,19.1451,04-25-20,11273,524,2126,8623,Europe
,Portugal,39.3999,-8.2245,04-25-20,23392,880,1277,21235,Europe
,Qatar,25.3548,51.1839,04-25-20,9358,10,929,8419,Eastern Mediterranean
,Romania,45.9432,24.9668,04-25-20,10635,601,2890,7144,Europe
,Russia,61.52401,105.318756,04-25-20,74588,681,6250,67657,Europe
,Rwanda,-1.9403,29.8739,04-25-20,183,0,88,95,Africa
,Saint Lucia,13.9094,-60.9789,04-25-20,15,0,15,0,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,04-25-20,14,0,5,9,Americas
,San Marino,43.9424,12.4578,04-25-20,513,40,64,409,Europe
,Saudi Arabia,23.885942,45.079162,04-25-20,16299,136,2215,13948,Eastern Mediterranean
,Senegal,14.4974,-14.4524,04-25-20,614,7,276,331,Africa
,Serbia,44.0165,21.0059,04-25-20,7779,151,1152,6476,Europe
,Seychelles,-4.6796,55.492,04-25-20,11,0,6,5,Africa
,Singapore,1.2833,103.8333,04-25-20,12693,12,1002,11679,Western Pacific
,Slovakia,48.669,19.699,04-25-20,1373,17,386,970,Europe
,Slovenia,46.1512,14.9955,04-25-20,1388,81,219,1088,Europe
,Somalia,5.152149,46.199616,04-25-20,390,18,8,364,Eastern Mediterranean
,South Africa,-30.5595,22.9375,04-25-20,4361,86,1473,2802,Africa
,Spain,40.463667,-3.74922,04-25-20,205905,22902,95708,87295,Europe
,Sri Lanka,7.873054,80.771797,04-25-20,460,7,118,335,South-East Asia
,Sudan,12.8628,30.2176,04-25-20,213,17,19,177,Eastern Mediterranean
,Suriname,3.9193,-56.0278,04-25-20,10,1,7,2,Americas
,Sweden,60.128161,18.643501,04-25-20,18177,2192,0,15985,Europe
,Switzerland,46.8182,8.2275,04-25-20,28894,1599,21300,5995,Europe
,Taiwan*,23.7,121,04-25-20,429,6,275,148,Western Pacific
,Tanzania,-6.369028,34.888822,04-25-20,299,10,48,241,Africa
,Thailand,15.870032,100.992541,04-25-20,2907,51,2547,309,South-East Asia
,Togo,8.6195,0.8248,04-25-20,96,6,62,28,Africa
,Trinidad and Tobago,10.6918,-61.2225,04-25-20,115,8,53,54,Americas
,Tunisia,33.886917,9.537499,04-25-20,939,38,207,694,Eastern Mediterranean
,Turkey,38.9637,35.2433,04-25-20,107773,2706,25582,79485,Europe
,Uganda,1.373333,32.290275,04-25-20,75,0,46,29,Africa
,Ukraine,48.3794,31.1656,04-25-20,8125,201,782,7142,Europe
,United Arab Emirates,23.424076,53.847818,04-25-20,9813,71,1887,7855,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,04-25-20,109,5,39,65,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,04-25-20,70,1,8,61,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,04-25-20,525,35,332,158,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,04-25-20,136,0,131,5,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,04-25-20,308,18,243,47,Europe
Montserrat,United Kingdom,16.742498,-62.187366,04-25-20,11,1,2,8,Europe
,United Kingdom,55.3781,-3.436,04-25-20,154261,23650,0,130611,Europe
,Uruguay,-32.5228,-55.7658,04-25-20,596,14,370,212,Americas
,US,40,-100,04-25-20,940829,54517,100372,785940,Americas
,Uzbekistan,41.377491,64.585262,04-25-20,1862,8,707,1147,Europe
,Venezuela,6.4238,-66.5897,04-25-20,323,10,132,181,Americas
,Vietnam,14.058324,108.277199,04-25-20,270,0,225,45,Western Pacific
,Zambia,-13.133897,27.849332,04-25-20,84,3,37,44,Africa
,Zimbabwe,-19.015438,29.154857,04-25-20,31,4,2,25,Africa
,Dominica,15.415,-61.371,04-25-20,16,0,13,3,Americas
,Grenada,12.1165,-61.679,04-25-20,18,0,7,11,Americas
,Mozambique,-18.665695,35.529562,04-25-20,70,0,0,70,Africa
,Syria,34.802075,38.996815,04-25-20,42,3,0,39,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,04-25-20,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,04-25-20,18,2,5,11,Americas
,Laos,19.85627,102.495496,04-25-20,19,0,7,12,Western Pacific
,Libya,26.3351,17.228331,04-25-20,61,2,18,41,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,04-25-20,342,2,83,257,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,04-25-20,52,0,3,49,Africa
,Mali,17.570692,-3.996166,04-25-20,370,21,91,258,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,04-25-20,15,0,2,13,Americas
Northwest Territories,Canada,64.8255,-124.8457,04-25-20,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,04-25-20,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,04-25-20,731,20,165,546,Europe
,Burma,21.9162,95.956,04-25-20,146,5,10,131,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,04-25-20,3,0,1,2,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,04-25-20,6,1,3,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,04-25-20,11,1,4,6,Europe
,Botswana,-22.3285,24.6849,04-25-20,22,1,0,21,Africa
,Burundi,-3.3731,29.9189,04-25-20,11,1,4,6,Africa
,Sierra Leone,8.460555,-11.779889,04-25-20,82,2,10,70,Africa
,Malawi,-13.2543,34.3015,04-25-20,33,3,4,26,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,04-25-20,13,0,11,2,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,04-25-20,1,0,0,1,Europe
,South Sudan,6.877,31.307,04-25-20,5,0,0,5,Africa
,Western Sahara,24.2155,-12.8858,04-25-20,6,0,5,1,Africa
,Sao Tome and Principe,0.1864,6.6131,04-25-20,4,0,0,4,Africa
,Yemen,15.552727,48.516388,04-25-20,1,0,1,0,Eastern Mediterranean
,Comoros,-11.6455,43.3333,04-25-20,0,0,0,0,Africa
,Tajikistan,38.861,71.2761,04-25-20,0,0,0,0,Europe
,Lesotho,-29.61,28.2336,04-25-20,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,04-26-20,1531,50,207,1274,Eastern Mediterranean
,Albania,41.1533,20.1683,04-26-20,726,28,410,288,Europe
,Algeria,28.0339,1.6596,04-26-20,3382,425,1508,1449,Africa
,Andorra,42.5063,1.5218,04-26-20,738,40,344,354,Europe
,Angola,-11.2027,17.8739,04-26-20,26,2,6,18,Africa
,Antigua and Barbuda,17.0608,-61.7964,04-26-20,24,3,11,10,Americas
,Argentina,-38.4161,-63.6167,04-26-20,3892,192,1107,2593,Americas
,Armenia,40.0691,45.0382,04-26-20,1746,28,833,885,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,04-26-20,106,3,99,4,Western Pacific
New South Wales,Australia,-33.8688,151.2093,04-26-20,3002,34,2208,760,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,04-26-20,28,0,23,5,Western Pacific
Queensland,Australia,-27.4698,153.0251,04-26-20,1030,6,926,98,Western Pacific
South Australia,Australia,-34.9285,138.6007,04-26-20,438,4,411,23,Western Pacific
Tasmania,Australia,-42.8821,147.3272,04-26-20,212,11,123,78,Western Pacific
Victoria,Australia,-37.8136,144.9631,04-26-20,1349,17,1265,67,Western Pacific
Western Australia,Australia,-31.9505,115.8605,04-26-20,549,8,486,55,Western Pacific
,Austria,47.5162,14.5501,04-26-20,15225,542,12282,2401,Europe
,Azerbaijan,40.1431,47.5769,04-26-20,1645,21,1139,485,Europe
,Bahamas,25.025885,-78.035889,04-26-20,80,11,22,47,Americas
,Bahrain,26.0275,50.55,04-26-20,2647,8,1189,1450,Eastern Mediterranean
,Bangladesh,23.685,90.3563,04-26-20,5416,145,122,5149,South-East Asia
,Barbados,13.1939,-59.5432,04-26-20,79,6,39,34,Americas
,Belarus,53.7098,27.9534,04-26-20,10463,72,1695,8696,Europe
,Belgium,50.8333,4.469936,04-26-20,46134,7094,10785,28255,Europe
,Benin,9.3077,2.3158,04-26-20,64,1,33,30,Africa
,Bhutan,27.5142,90.4336,04-26-20,7,0,4,3,South-East Asia
,Bolivia,-16.2902,-63.5887,04-26-20,950,50,80,820,Americas
,Bosnia and Herzegovina,43.9159,17.6791,04-26-20,1516,59,624,833,Europe
,Brazil,-14.235,-51.9253,04-26-20,63100,4286,30152,28662,Americas
,Brunei,4.5353,114.7277,04-26-20,138,1,123,14,Western Pacific
,Bulgaria,42.7339,25.4858,04-26-20,1300,56,205,1039,Europe
,Burkina Faso,12.2383,-1.5616,04-26-20,632,42,453,137,Africa
,Cabo Verde,16.5388,-23.0418,04-26-20,106,1,1,104,Africa
,Cambodia,11.55,104.9167,04-26-20,122,0,117,5,Western Pacific
,Cameroon,3.848,11.5021,04-26-20,1621,56,786,779,Africa
Alberta,Canada,53.9333,-116.5765,04-26-20,4480,73,0,4407,Americas
British Columbia,Canada,53.7267,-127.6476,04-26-20,1948,100,0,1848,Americas
Manitoba,Canada,53.7609,-98.8139,04-26-20,271,6,0,265,Americas
New Brunswick,Canada,46.5653,-66.4619,04-26-20,118,0,0,118,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,04-26-20,258,3,0,255,Americas
Nova Scotia,Canada,44.682,-63.7443,04-26-20,873,24,0,849,Americas
Ontario,Canada,51.2538,-85.3232,04-26-20,15568,960,0,14608,Americas
Prince Edward Island,Canada,46.5107,-63.4168,04-26-20,26,0,0,26,Americas
Quebec,Canada,52.9399,-73.5491,04-26-20,24109,1516,0,22593,Americas
Saskatchewan,Canada,52.9399,-106.4509,04-26-20,353,4,0,349,Americas
,Central African Republic,6.6111,20.9394,04-26-20,19,0,10,9,Africa
,Chad,15.4542,18.7322,04-26-20,46,0,15,31,Africa
,Chile,-35.6751,-71.543,04-26-20,15010,189,7024,7797,Americas
Anhui,China,31.8257,117.2264,04-26-20,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,04-26-20,593,9,525,59,Western Pacific
Chongqing,China,30.0572,107.874,04-26-20,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,04-26-20,355,1,349,5,Western Pacific
